0	0.626540	0.434288	0.057160	0.126262
0	0.072080	0.388406	0.092340	0.133963
0	0.096750	0.421058	0.071640	0.123921
0	0.030405	0.615176	0.060810	0.119972
0	0.051115	0.620896	0.057610	0.090085
0	0.070740	0.579549	0.065460	0.090071
0	0.094955	0.645994	0.085090	0.126996
0	0.086590	0.698047	0.062560	0.109267
0	0.152155	0.607602	0.053390	0.089337
0	0.190630	0.618124	0.057060	0.098561
0	0.207365	0.522701	0.056030	0.121086
0	0.226475	0.608717	0.057610	0.110748
0	0.191075	0.745705	0.085110	0.187377
0	0.165410	0.862694	0.066580	0.131566
0	0.165885	0.911876	0.095790	0.144852
0	0.374230	0.514048	0.097140	0.149281
0	0.406550	0.569563	0.083320	0.144288
0	0.356560	0.646834	0.098300	0.144866
0	0.456000	0.661537	0.093600	0.157264
0	0.428955	0.675846	0.069730	0.153272
0	0.554275	0.680945	0.084170	0.187391
0	0.563805	0.406678	0.081390	0.121819
0	0.607320	0.348039	0.072240	0.122708
0	0.650350	0.421128	0.079780	0.128914
0	0.717715	0.343829	0.073810	0.116065
0	0.734680	0.368195	0.061240	0.097461
0	0.773115	0.468307	0.074830	0.132017
0	0.816810	0.437518	0.059680	0.083724
0	0.842565	0.509732	0.077890	0.112073
0	0.829690	0.559126	0.052140	0.100113
0	0.729180	0.656227	0.061560	0.080183
0	0.760750	0.672609	0.045540	0.109422
0	0.704995	0.768970	0.101130	0.163018
0	0.642655	0.806834	0.075690	0.093470
0	0.675475	0.825444	0.082910	0.120931
0	0.743470	0.814365	0.079460	0.104104
0	0.908745	0.709542	0.073070	0.151044
0	0.897905	0.463745	0.055270	0.090367
0	0.940565	0.476925	0.058890	0.113343
0	0.973095	0.464556	0.053810	0.101890
0	0.954960	0.382489	0.057060	0.117024
0	0.943000	0.272370	0.093180	0.140649
0	0.921015	0.307814	0.072230	0.113343
