0	0.092388	0.830937	0.071016	0.144861
0	0.382144	0.693203	0.037793	0.074201
0	0.371946	0.752457	0.038003	0.092292
0	0.405378	0.725508	0.040073	0.082682
0	0.423860	0.755590	0.040493	0.089705
0	0.327737	0.561159	0.071763	0.092578
0	0.444258	0.634939	0.036758	0.065365
0	0.505017	0.709605	0.049146	0.099054
0	0.501646	0.798351	0.044473	0.086441
0	0.534263	0.762973	0.040146	0.089523
0	0.568696	0.748364	0.044990	0.108290
0	0.615764	0.747904	0.040493	0.091363
0	0.651326	0.777435	0.042397	0.101832
0	0.669841	0.778668	0.042397	0.119054
0	0.696663	0.682995	0.036167	0.056910
0	0.711978	0.740056	0.045684	0.094748
0	0.731272	0.718676	0.035474	0.064297
0	0.717061	0.794779	0.034922	0.065113
0	0.860630	0.737734	0.033457	0.055122
0	0.863140	0.759757	0.033887	0.060503
0	0.876345	0.744761	0.026226	0.056658
0	0.912244	0.669184	0.017183	0.028837
0	0.927146	0.679436	0.024995	0.035885
0	0.921436	0.699410	0.023672	0.034826
0	0.979478	0.756706	0.022588	0.041224
0	0.960190	0.797470	0.028242	0.052977
0	0.286660	0.816628	0.062568	0.130234
0	0.269966	0.691706	0.051104	0.092144
0	0.181143	0.696359	0.061797	0.101450
0	0.334019	0.829701	0.056064	0.114731
